Sex,X,L,M,S,P3,P5,P10,P25,P50,P75,P90,P95,P97
2,18,1.957,75.477,0.043,69.116,69.9443,71.2017,73.2567,75.477,77.6365,79.5321,80.6462,81.3618
2,19,1.957,76.19,0.043,69.7689,70.6051,71.8744,73.9487,76.19,78.3699,80.2834,81.408,82.1304
2,20,1.957,76.872,0.043,70.3935,71.2371,72.5177,74.6106,76.872,79.0714,81.0021,82.1367,82.8656
2,21,1.957,77.529,0.043,70.9951,71.8459,73.1375,75.2483,77.529,79.7472,81.6944,82.8387,83.5738
2,22,1.957,78.163,0.044,71.4156,72.295,73.6296,75.8094,78.163,80.4507,82.4577,83.6367,84.394
2,23,1.957,78.774,0.044,71.9738,72.8602,74.2052,76.402,78.774,81.0795,83.1022,84.2905,85.0537
2,24,1.957,79.361,0.044,72.5101,73.4031,74.7581,76.9713,79.361,81.6837,83.7215,84.9186,85.6875
2,25,1.957,79.925,0.044,73.0255,73.9248,75.2894,77.5183,79.925,82.2642,84.3165,85.5221,86.2964
2,26,1.957,80.465,0.044,73.5188,74.4242,75.7981,78.0421,80.465,82.82,84.8861,86.0999,86.8795
2,27,1.957,80.982,0.045,73.825,74.7587,76.1751,78.4872,80.982,83.4053,85.5301,86.7779,87.5791
2,28,1.957,81.48,0.045,74.279,75.2185,76.6436,78.9699,81.48,83.9182,86.0561,87.3115,88.1177
2,29,1.957,81.964,0.045,74.7202,75.6653,77.0988,79.439,81.964,84.4167,86.5672,87.8302,88.6411
2,30,1.957,82.438,0.045,75.1523,76.1029,77.5447,79.8984,82.438,84.9049,87.0679,88.3381,89.1537
2,31,1.957,82.908,0.045,75.5808,76.5367,77.9868,80.3539,82.908,85.3889,87.5643,88.8417,89.662
2,32,1.957,83.377,0.045,76.0083,76.9697,78.428,80.8085,83.377,85.872,88.0596,89.3443,90.1692
2,33,1.957,83.849,0.046,76.2661,77.2564,78.7579,81.2076,83.849,86.413,88.66,89.9791,90.8259
2,34,1.957,84.328,0.046,76.7018,77.6977,79.2079,81.6715,84.328,86.9067,89.1665,90.4931,91.3447
2,35,1.957,84.819,0.046,77.1484,78.1501,79.669,82.1471,84.819,87.4127,89.6857,91.02,91.8766
2,36,1.957,85.323,0.046,77.6068,78.6145,80.1424,82.6352,85.323,87.9321,90.2186,91.5608,92.4225
