Sex,X,L,M,S,P3,P5,P10,P25,P50,P75,P90,P95,P97
2,127,-0.5373,26.1395,0.1103,21.4723,21.9843,22.8101,24.3006,26.1395,28.2014,30.2791,31.6373,32.5702
2,128,-0.535,26.6838,0.1122,21.8482,22.3775,23.232,24.7759,26.6838,28.8269,30.9904,32.4068,33.3806
2,129,-0.5181,27.275,0.1141,22.2532,22.8024,23.6892,25.2925,27.275,29.5034,31.7544,33.2286,34.2424
2,130,-0.5021,27.8661,0.116,22.655,23.2244,24.144,25.8076,27.8661,30.1815,32.5218,34.0552,35.1099
2,131,-0.4714,28.4893,0.118,23.0682,23.6605,24.6174,26.3481,28.4893,30.8967,33.3285,34.9208,36.0155
2,132,-0.4432,29.1125,0.1198,23.4859,24.1009,25.0942,26.8906,29.1125,31.6094,34.1298,35.779,36.9124
2,133,-0.4172,29.7356,0.1217,23.8965,24.5347,25.5655,27.4299,29.7356,32.3259,34.9394,36.6487,37.823
2,134,-0.3734,30.3848,0.1233,24.3258,24.9892,26.0603,27.9955,30.3848,33.0634,35.7593,37.5188,38.7258
2,135,-0.3332,31.0339,0.1248,24.7564,25.445,26.5561,28.5616,31.0339,33.8,36.5776,38.3869,39.6262
2,136,-0.2964,31.6829,0.1263,25.1843,25.8983,27.0498,29.1265,31.6829,34.538,37.3992,39.2595,40.5323
2,137,-0.248,32.3342,0.1273,25.6243,26.3638,27.5554,29.7005,32.3342,35.2659,38.1933,40.0908,41.3864
2,138,-0.2031,32.9854,0.1283,26.0622,26.8275,28.0595,30.2737,32.9854,35.9947,38.9896,40.9256,42.2449
2,139,-0.1611,33.6364,0.1292,26.5027,27.2936,28.5656,30.848,33.6364,36.7218,39.7828,41.7562,43.0986
2,140,-0.1213,34.336,0.1301,26.9791,27.797,29.1113,31.466,34.336,37.5028,40.6351,42.6495,44.0176
2,141,-0.0841,35.0356,0.131,27.4536,28.2988,29.6557,32.0832,35.0356,38.2848,41.4897,43.546,44.9404
2,142,-0.0503,35.831,0.1318,28.0071,28.8813,30.284,32.7897,35.831,39.17,42.455,44.5582,45.9825
2,143,-0.0185,36.6265,0.1326,28.5584,29.4621,30.9108,33.4954,36.6265,40.0562,43.4223,45.5732,47.028
2,144,0.0114,37.4221,0.1334,29.1077,30.041,31.5362,34.2004,37.4221,40.9435,44.3918,46.5912,48.0769
2,145,0.051,38.3286,0.1337,29.7583,30.7238,32.2688,35.0161,38.3286,41.937,45.4583,47.698,49.2082
2,146,0.0891,39.2356,0.134,30.4074,31.4054,33.0007,35.8318,39.2356,42.9314,46.526,48.8063,50.3411
2,147,0.1325,40.2484,0.1339,31.1537,32.1865,33.8348,36.7527,40.2484,44.029,47.6913,50.007,51.5627
2,148,0.1747,41.2618,0.1338,31.8994,32.9672,34.669,37.674,41.2618,45.127,48.8567,51.2079,52.7842
2,149,0.2157,42.2758,0.1337,32.6445,33.7477,35.5033,38.5959,42.2758,46.2253,50.0222,52.4088,54.0059
2,150,0.2481,43.324,0.1331,33.457,34.5914,36.3945,39.5639,43.324,47.3467,51.2016,53.6187,55.2337
2,151,0.2802,44.3727,0.1325,34.2707,35.4365,37.2871,40.533,44.3727,48.4675,52.3794,54.8264,56.459
2,152,0.2987,45.3779,0.1313,35.1103,36.2984,38.1827,41.4825,45.3779,49.5229,53.4743,55.9419,57.5866
2,153,0.3173,46.3834,0.1301,35.9536,37.1638,39.0811,42.4338,46.3834,50.5768,54.566,57.0532,58.7093
2,154,0.3362,47.3892,0.129,36.7928,38.0256,39.9769,43.3838,47.3892,51.6327,55.6612,58.1691,59.8373
2,155,0.317,48.28,0.1277,37.6075,38.8477,40.8116,44.2426,48.28,52.5621,56.6316,59.1672,60.8548
2,156,0.2977,49.1706,0.1265,38.4181,39.6662,41.6432,45.0995,49.1706,53.4931,57.6057,60.1704,61.8782
2,157,0.2783,50.0611,0.1253,39.2322,40.4877,42.4772,45.9577,50.0611,54.4226,58.5768,61.1696,62.8972
2,158,0.2499,50.8516,0.1245,39.9497,41.2108,43.2108,46.714,50.8516,55.2582,59.4637,62.0927,63.8461
2,159,0.2214,51.6419,0.1236,40.6774,41.943,43.9516,47.4742,51.6419,56.089,60.3414,63.0038,64.7812
2,160,0.1927,52.4319,0.1228,41.399,42.6698,44.688,48.2319,52.4319,56.9224,61.2247,63.9225,65.7253
2,161,0.1577,53.1681,0.1223,42.0627,43.3381,45.3657,48.9318,53.1681,57.7092,62.0715,64.8125,66.6467
2,162,0.1229,53.904,0.1218,42.7273,44.0072,46.0439,49.6319,53.904,58.4953,62.9172,65.7015,67.567
2,163,0.0694,54.617,0.1213,43.3965,44.6757,46.7142,50.3147,54.617,59.2597,63.7497,66.5862,68.4907
2,164,0.0173,55.3308,0.1207,44.074,45.352,47.3913,51.0018,55.3308,60.0203,64.5736,67.4592,69.4007
2,165,-0.0333,56.0455,0.1201,44.7515,46.0286,48.0692,51.6901,56.0455,60.7811,65.3968,68.331,70.3091
2,166,-0.0882,56.8087,0.1199,45.4401,46.7198,48.7675,52.4104,56.8087,61.6116,66.3138,69.3137,71.3409
2,167,-0.1403,57.5731,0.1197,46.1274,47.4102,49.4658,53.1317,57.5731,62.4429,67.2308,70.296,72.3719
2,168,-0.1937,58.34,0.1195,46.8189,48.1046,50.1676,53.8557,58.34,63.2772,68.1527,71.2851,73.4116
2,169,-0.2444,59.1082,0.1193,47.5094,48.7985,50.8697,54.5809,59.1082,64.1124,69.0747,72.2738,74.4506
2,170,-0.2926,59.8778,0.1192,48.1905,49.4844,51.5659,55.3036,59.8778,64.9531,70.0064,73.2751,75.5042
2,171,-0.3407,60.6533,0.1189,48.8941,50.1913,52.2804,56.0393,60.6533,65.7913,70.9268,74.2596,76.5373
2,172,-0.3864,61.4301,0.1187,49.5885,50.8902,52.9889,56.7725,61.4301,66.6348,71.8567,75.2565,77.5848
